"Wscore","Lscore","Winning_team","Team1","Team2","Game_num1","Game_num2","Avg_score1","Avg_score2","Avg_allow1","Avg_allow2","dif","Team1_wins","Team2_wins","Team1_pct","Team2_pct","home"
82,67,"2",1198,1391,1,1,0,0,0,0,-15,0,0,0,0,"2"
98,62,"2",1106,1395,2,1,66,0,79,0,-36,0,0,0,0,"2"
80,59,"2",1419,1400,1,2,0,78,0,73,-21,0,1,0,0.5,"2"
76,53,"2",1110,1401,2,2,56,72,62,44,-23,0,1,0,0.5,"2"
86,58,"2",1188,1402,3,3,73,64.5,68,65.5,-28,2,1,0.666666666666667,0.333333333333333,"Neutral"
70,67,"2",1183,1407,1,1,0,0,0,0,-3,0,0,0,0,"2"
93,76,"2",1368,1408,1,2,0,75,0,95,-17,0,0,0,0,"2"
73,58,"2",1355,1414,2,2,53,56,82,72,-15,0,0,0,0,"2"
80,56,"1",1416,1311,1,2,0,79,0,73,24,0,1,0,0.5,"1"
61,42,"2",1342,1422,2,2,73,51,71,76,-19,1,0,0.5,0,"2"
78,69,"2",1184,1423,2,1,97,0,87,0,-9,1,0,0.5,0,"1"
93,84,"1",1429,1312,2,1,72,0,56,0,9,1,0,0.5,0,"1"
78,58,"1",1434,1164,2,2,79,72,65,74,20,1,0,0.5,0,"1"
79,76,"2",1345,1437,2,2,109,88,65,48,-3,1,1,0.5,0.5,"1"
107,66,"1",1452,1290,2,2,87,63,59,94,41,1,0,0.5,0,"1"
73,72,"2",1285,1461,2,1,61,0,75,0,-1,0,0,0,0,"1"
86,53,"1",1462,1138,2,2,84,76,81,66,33,1,1,0.5,0.5,"1"
78,66,"2",1167,1112,1,2,0,65,0,63,-12,0,1,0,0.5,"2"
66,49,"2",1332,1124,2,2,91,76,77,61,-17,1,1,0.5,0.5,"2"
73,57,"1",1130,1271,2,3,73,72,79,76,16,0,0,0,0,"1"
67,64,"2",1145,1156,2,2,69,74,93,79,-3,0,0,0,0,"2"
79,67,"1",1166,1458,2,2,89,79,82,47,12,1,1,0.5,0.5,"1"
77,72,"2",1104,1173,2,2,70,96,53,68,-5,1,1,0.5,0.5,"1"
79,62,"2",1171,1193,2,2,61,85,84,63,-17,0,1,0,0.5,"1"
99,78,"2",1233,1199,1,2,0,88,0,67,-21,0,1,0,0.5,"2"
77,75,"1",1203,1373,2,2,75,89,71,78,2,1,1,0.5,0.5,"1"
82,78,"2",1310,1216,3,2,72.5,60,82,75,-4,0,0,0,0,"2"
80,74,"1",1232,1123,2,2,78,85,80,64,6,0,1,0,0.5,"2"
77,75,"2",1181,1242,3,2,95,99,55,103,-2,2,0,0.666666666666667,0,"Neutral"
81,68,"2",1303,1243,3,2,73,82,71,55,-13,1,1,0.333333333333333,0.5,"2"
69,48,"1",1246,1277,3,2,90,63,66.5,65,21,2,0,0.666666666666667,0,"Neutral"
74,68,"2",1174,1247,2,2,63,92,49,97,-6,1,0,0.5,0,"2"
78,61,"1",1261,1379,2,1,91,0,69,0,17,1,0,0.5,0,"1"
76,75,"1",1268,1207,2,2,62,105,56,60,1,1,1,0.5,0.5,"2"
68,62,"2",1179,1282,2,2,74,82,79,89,-6,0,0,0,0,"2"
87,81,"2",1293,1292,2,1,73,0,70,0,-6,1,0,0.5,0,"2"
93,67,"1",1314,1253,3,2,96,55,66,92,26,2,0,0.666666666666667,0,"1"
85,76,"2",1213,1336,2,3,61,81.5,96,80.5,-9,0,1,0,0.333333333333333,"2"
69,68,"1",1337,1451,2,1,77,0,68,0,1,1,0,0.5,0,"1"
79,66,"2",1363,1339,1,2,0,71,0,55,-13,0,1,0,0.5,"1"
90,86,"1",1357,1220,2,2,63,74,85,72,4,0,1,0,0.5,"1"
66,60,"2",1255,1372,2,2,58,64,80,87,-6,0,0,0,0,"2"
70,69,"1",1376,1284,3,2,83,78,62.5,65,1,2,1,0.666666666666667,0.5,"1"
96,69,"1",1390,1169,2,2,80,87,70,102,27,1,0,0.5,0,"1"
90,46,"2",1221,1393,2,2,49,83,81,55,-44,0,1,0,0.5,"2"
103,94,"1",1397,1111,2,2,69,74,82,86,9,0,0,0,0,"1"
70,43,"1",1403,1317,2,1,93,0,67,0,27,1,0,0.5,0,"1"
103,98,"1",1405,1464,2,2,76,90,77,82,5,0,1,0,0.5,"1"
78,72,"2",1288,1406,2,2,52,67,93,61,-6,0,1,0,0.5,"1"
64,59,"1",1433,1251,2,1,80,0,65,0,5,1,0,0.5,0,"2"
80,66,"1",1435,1125,2,1,71,0,95,0,14,0,0,0,0,"1"
72,32,"1",1438,1383,2,2,76,61,51,86,40,1,0,0.5,0,"1"
99,73,"1",1439,1219,2,1,80,0,67,0,26,1,0,0.5,0,"1"
94,81,"2",1264,1457,2,1,64,0,76,0,-13,0,0,0,0,"1"
89,87,"2",1275,1460,1,2,0,85,0,81,-2,0,1,0,0.5,"2"
75,72,"2",1244,1126,2,2,74,53,91,100,-3,0,0,0,0,"2"
72,70,"1",1127,1148,3,3,64.5,66.5,69.5,71,2,1,1,0.333333333333333,0.333333333333333,"1"
75,62,"1",1137,1352,3,3,75,61,79,72.5,13,1,0,0.333333333333333,0,"1"
70,68,"1",1139,1321,2,3,89,90,52,67.5,2,1,2,0.5,0.666666666666667,"1"
75,65,"2",1414,1143,3,2,64.5,82,65,53,-10,1,1,0.333333333333333,0.5,"2"
89,59,"1",1157,1164,3,3,58.5,65,70.5,76,30,0,0,0,0,"1"
67,63,"2",1165,1159,3,2,70,55,78.5,83,-4,0,0,0,0,"1"
89,75,"2",1384,1182,2,3,82,69.5,92,71,-14,0,1,0,0.333333333333333,"2"
85,72,"2",1426,1195,3,2,78,59,83,80,-13,1,0,0.333333333333333,0,"2"
86,78,"1",1227,1427,2,3,80,65,82,70.5,8,0,0,0,0,"1"
75,57,"2",1236,1229,2,2,83,70,92,73,-18,0,0,0,0,"2"
100,78,"1",1231,1262,2,3,103,81.5,99,83,22,1,1,0.5,0.333333333333333,"1"
93,63,"2",1290,1245,3,2,64.5,79,100.5,74,-30,0,1,0,0.5,"2"
63,60,"1",1249,1333,1,3,0,75,0,61,3,0,2,0,0.666666666666667,"2"
65,61,"1",1254,1259,1,2,0,60,0,65,4,0,0,0,0,"1"
87,56,"2",1106,1256,3,2,64,76,88.5,85,-31,0,0,0,0,"2"
85,77,"1",1267,1287,2,2,81,89,69,75,8,1,1,0.5,0.5,"1"
68,54,"2",1454,1272,1,2,0,94,0,75,-14,0,1,0,0.5,"2"
94,56,"1",1274,1316,2,2,92,66,43,83,38,1,0,0.5,0,"2"
80,56,"1",1278,1291,3,3,85,57,70.5,80,24,2,0,0.666666666666667,0,"1"
63,49,"1",1296,1225,2,1,80,0,78,0,14,1,0,0.5,0,"1"
67,59,"1",1300,1441,3,2,66,43,75,92,8,0,0,0,0,"2"
58,48,"1",1308,1359,2,2,61,83,64,65,10,0,1,0,0.5,"1"
92,49,"2",1370,1323,2,2,55,89,67,64,-43,0,1,0,0.5,"2"
117,72,"1",1329,1309,3,1,102,0,77.5,0,45,2,0,0.666666666666667,0,"1"
79,72,"2",1135,1348,3,3,71.5,95.5,81.5,63,-7,1,2,0.333333333333333,0.666666666666667,"2"
84,68,"1",1351,1216,2,3,67,71,56,76.5,16,1,1,0.5,0.333333333333333,"2"
75,63,"2",1364,1362,2,2,60,82,74,80,-12,0,1,0,0.5,"1"
84,71,"2",1238,1368,1,2,0,76,0,93,-13,0,0,0,0,"2"
74,71,"1",1369,1442,2,2,62,55,81,82,3,0,0,0,0,"2"
110,72,"1",1388,1341,2,3,81,71,63,78,38,1,1,0.5,0.333333333333333,"1"
94,72,"1",1394,1410,1,3,0,77.5,0,91,22,0,0,0,0,"2"
71,68,"2",1349,1411,2,3,94,78,70,75,-3,1,1,0.5,0.333333333333333,"1"
90,68,"2",1175,1420,2,2,61,77,74,73,-22,0,1,0,0.5,"2"
74,62,"2",1415,1424,2,2,55,68,71,76,-12,0,0,0,0,"2"
82,73,"2",1226,1430,2,2,70,69,81,92,-9,0,0,0,0,"2"
76,72,"2",1265,1436,3,3,57,76,100.5,75,-4,0,1,0,0.333333333333333,"1"
74,67,"1",1443,1240,2,3,79,74.5,66,82,7,1,1,0.5,0.333333333333333,"1"
80,53,"2",1409,1455,2,3,73,88.5,84,47,-27,0,2,0,0.666666666666667,"2"
65,57,"2",1306,1101,2,1,57,0,52,0,-8,1,0,0.5,0,"1"
72,62,"2",1110,1103,3,2,54.5,82,69,90,-10,0,0,0,0,"2"
78,72,"2",1207,1117,3,2,90,66,68,76,-6,1,0,0.333333333333333,0,"1"
85,64,"2",1184,1120,3,3,83,83,82.5,65.5,-21,1,2,0.333333333333333,0.666666666666667,"2"
96,59,"2",1164,1140,4,2,63,82,80.33333333,73,-37,0,1,0,0.5,"2"
76,64,"2",1187,1150,3,2,66.5,100,54,95,-12,2,1,0.666666666666667,0.5,"2"
95,78,"2",1172,1155,2,2,86,74,74,64,-17,1,1,0.5,0.5,"Neutral"
60,47,"2",1129,1158,1,3,0,76,0,66,-13,0,2,0,0.666666666666667,"2"
89,70,"2",1419,1160,2,3,59,78.5,80,54,-19,0,2,0,0.666666666666667,"2"
65,62,"2",1258,1163,2,3,64,59.5,79,65.5,-3,0,0,0,0,"1"
74,69,"1",1176,1363,2,2,84,66,92,79,5,0,0,0,0,"2"
74,61,"2",1378,1189,2,2,84,95,73,100,-13,1,0,0.5,0,"1"
73,66,"2",1382,1196,2,3,92,78,82,56.5,-7,1,2,0.5,0.666666666666667,"Neutral"
61,41,"2",1115,1203,2,3,66,76,86,73,-20,0,2,0,0.666666666666667,"2"
84,78,"2",1202,1208,3,3,77.5,62,73.5,60,-6,1,1,0.333333333333333,0.333333333333333,"2"
59,55,"2",1299,1212,2,2,51,57,61,72,-4,0,0,0,0,"2"
84,83,"2",1312,1248,2,3,84,54.5,93,72.5,-1,0,1,0,0.333333333333333,"2"
